S No,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
1,3EV INDUSTRIES PVT LTD,60,0,61,13,75,0,125,40,35,61,0,76,546
2,3S INDUSTRIES PRIVATE LIMITED,6,1,22,9,8,8,11,21,44,43,38,55,266
3,A1 HEAVY EQUIPMENTS DEVELOPER,2,1,4,6,3,1,1,1,4,1,1,0,25
4,A-1 SUREJA INDUSTRIES,0,0,0,0,0,0,0,0,1,0,0,0,1
5,AADHYA ENTERPRISES,40,37,60,35,59,89,64,117,85,75,75,61,797
6,AADITYA EMOTORS INDIA PVT LTD,0,0,0,0,0,0,0,1,0,0,0,0,1
7,AADITYA GARBAGE PRODUCTS PVT LTD,6,1,2,0,7,8,3,1,2,1,3,0,34
8,AAHANA COMMERCE PVT LTD,38,66,74,55,79,72,85,110,74,86,93,87,919
9,AARGEE ELECTRIC,0,0,0,0,5,4,4,0,0,5,0,0,18
10,AARON INDUSTRIES,23,2,2,1,0,6,2,0,0,0,0,0,36
11,A B EXCAVATORS & EARTHMOVERS PVT LTD,0,0,0,0,0,0,1,0,0,0,0,0,1
12,AB N DHRUV AUTOCRAFT (INDIA) PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,1
13,ABZO MOTORS PVT LTD,0,0,0,0,1,3,0,0,3,5,2,1,15
14,ACCRETION POWER AUTOS,36,51,63,57,41,56,57,50,33,37,43,74,598
15,ACTION CONSTRUCTION EQUIPMENT LTD.,726,700,825,610,861,1088,675,584,680,673,663,799,8884
16,A D AGRO WORKS,17,5,13,7,9,30,0,4,6,8,1,10,110
17,ADAPT MOTORS PVT LTD,0,1,0,1,0,0,1,0,0,0,0,1,4
18,ADICO ESCORTS AGRI EQUIPMENTS PVT. LTD.,104,92,89,45,39,134,722,495,157,129,105,212,2323
19,ADIDEV TECHNOA PVT LTD,39,46,23,31,42,54,65,60,91,103,50,85,689
20,ADISHAKTI TRACTORS,12,20,0,0,0,3,3,0,0,0,1,1,40
21,ADISHWAR AUTO RIDE INDIA PVT.LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
22,ADISHWAR AUTO RIDE INDIA PVT LTD,46,42,54,20,27,21,24,43,29,26,28,23,383
23,ADITYA AGRO INDUSTRIES,5,4,2,4,9,12,6,1,9,6,1,4,63
24,ADITYA ENTERPRISES,0,0,0,0,0,1,0,0,0,1,0,0,2
25,ADITYA SAI INDUSTRIES,10,15,14,12,22,17,11,17,19,7,8,27,179
26,ADM TECHNOLOGIES PVT. LTD.,0,0,1,4,10,9,26,24,19,13,9,14,129
27,ADRIS ELECTRIC PVT LTD,40,7,4,5,0,2,0,0,1,1,1,0,61
28,AFTEK MOTORS INDIA PVT LTD,23,20,17,6,14,10,12,8,7,11,6,4,138
29,"AFZAL ENGG WORKS,JUNAGARH",0,0,0,0,1,0,1,0,0,0,0,0,2
30,AGRI KING TRACTORS & EQUIPMENTS PVT LTD,8,7,7,7,2,20,1,4,2,2,0,5,65
31,AGRO INDUSTRIES,13,20,21,7,23,16,10,4,3,8,11,13,149
32,AHITESHAM AGRO ENGINEERING,0,1,1,1,0,0,1,0,1,0,2,0,7
33,AHMED MOTORS,2,29,6,5,0,2,1,7,7,0,5,10,74
34,AJANTA KRUSHI YANTRA,23,15,0,0,4,2,9,0,17,25,0,0,95
35,AJAX ENGINEERING LTD,175,229,356,343,391,306,306,267,276,295,282,327,3553
36,AJAX FIORI ENGINEERING PVT LTD,0,0,3,2,0,2,0,0,0,0,0,0,7
37,"AJAY AGRO ENTERPRISES,SBP",0,3,0,1,0,1,0,1,0,1,0,0,7
38,AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,0,1,0,0,3,2,0,1,1,0,0,1,9
39,AJAY ENTERPRISES,2,1,1,1,5,0,0,7,3,4,1,0,25
40,AJAY MOTORS PRIVATE LIMITED,13,15,16,15,22,12,11,17,13,21,22,13,190
41,AJIT ENGINEERING WORKS,3,0,0,0,1,2,0,0,0,0,0,0,6
42,AJS MOTORCYCLES LTD,0,1,1,0,0,0,0,0,0,0,0,0,2
43,AKAL AGRO INDUSTRY,0,2,2,1,1,1,0,0,4,4,1,0,16
44,AKASH AGRO INDUSTRIES,1,0,0,0,0,0,0,0,0,0,0,0,1
45,AKASH KRISHI YANTRA,0,0,0,0,0,1,0,0,0,0,0,0,1
46,AKASH TRAILOR,0,7,8,0,5,3,2,2,3,3,0,2,35
47,A K AUTTO ELECTRICAL,0,1,0,0,0,0,0,1,0,0,0,0,2
48,AKG INTERNATIONAL,0,0,0,0,0,0,0,0,0,7,51,80,138
49,A K GUPTA & CO.,28,49,48,46,46,53,42,60,41,68,37,45,563
50,A K S ENG AGRO INDUSTRIES,0,4,0,1,3,2,1,2,3,2,2,5,25
51,AKSHAYA AGRI EQUIPMENT & SERVICES PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0,1
52,ALBEDO VISION PVT LTD,0,0,9,9,0,0,3,5,4,2,3,4,39
53,ALLENTTI MOTORS PVT LTD,0,0,0,0,0,0,2,8,13,10,7,19,59
54,ALLFINE INDUSTRIES PVT LTD,682,654,870,667,839,903,1013,963,1141,1101,959,960,10752
55,ALL TERRAIN CRANE,79,102,142,74,85,113,123,113,117,132,105,93,1278
56,ALPHA SERVICES,2,1,1,0,5,7,1,2,5,2,0,2,28
57,ALTIER ELECTRIC VEHICLES PVT LTD,176,173,198,139,154,157,272,207,209,267,273,296,2521
58,ALTIGREEN PROPULSION LABS PVT LTD,91,127,255,202,150,169,173,327,290,287,205,243,2519
59,ALTIUS EV TECH PVT LTD,7,5,10,4,0,5,5,0,0,1,0,0,37
60,ALTIUS TECHNOLOGIES,0,3,0,0,0,0,0,0,3,4,3,0,13
61,AMAN AGRO INDUSTRIES,4,4,7,2,5,2,2,4,6,2,5,5,48
62,AMAN AUTOMOBILES,0,0,0,0,0,0,1,4,0,3,3,3,14
63,AMAN ELECTRIC VEHICLES,1,3,4,1,4,10,6,0,28,26,43,36,162
64,AMAR AGRO SALES,1,1,0,0,1,2,0,0,0,0,0,0,5
65,AMAR ENGG. WORKS,0,2,0,0,0,15,0,0,0,0,0,0,17
66,AMARJEET HARVESTER INDUSTRY,4,2,4,1,1,5,3,0,0,2,2,1,25
67,AMBIKA ENTERPRISES,0,15,11,9,15,15,14,24,9,13,11,9,145
68,AMBIKA INDUSTRIES,87,62,86,106,150,191,206,241,236,197,158,190,1910
69,AMMANN APOLLO INDIA PVT LTD,11,17,14,18,20,21,13,14,29,26,21,18,222
70,AMO MOBILITY SOLUTIONS PVT LTD,312,246,258,133,280,111,59,113,26,14,10,12,1574
71,AMPERE VEHICLES PRIVATE LIMITED,4370,5850,9349,8324,9636,1603,1414,773,586,358,281,372,42916
72,AMPERE VEHICLES PVT LTD,0,0,8,0,0,0,0,0,0,0,0,0,8
73,AMRIT AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,0,1
74,"AMRIT ENGG WORKS,DKL",4,7,1,10,5,2,4,3,6,0,6,1,49
75,AMW MOTORS LIMITED,0,0,2,0,0,0,0,0,0,0,0,0,2
76,ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,1,4,4,1,1,3,1,7,4,12,6,7,51
77,ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),0,0,0,0,0,0,2,2,1,1,1,1,8
78,ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),0,0,0,0,0,1,2,0,7,0,2,1,13
79,ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),0,0,0,0,0,0,0,0,0,0,1,0,1
80,ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),0,0,0,0,0,0,1,14,15,15,8,8,61
81,ANDHRA PRADESH SCOOTERS LTD,0,0,0,0,1,0,0,0,0,0,0,0,1
82,ANJALI AUTO COMPONENTS,0,1,1,3,1,5,7,8,4,12,8,12,62
83,ANJALI TRADERS,4,2,1,2,4,7,7,6,11,10,9,12,75
84,ANKUSH AUTO DEALS,0,0,0,0,1,0,0,4,0,0,0,0,5
85,ANNAPURNA AGRO INDUSTRIES,0,0,0,0,0,1,0,0,0,0,0,0,1
86,ANNAPURNA INDUSTRIES,6,2,10,2,2,0,0,1,6,2,8,3,42
87,"ANUP ENTERPRISES,SNG",0,0,0,0,0,0,2,0,0,0,0,0,2
88,ANVITA AUTO TECH WORKS PVT LTD,2,5,2,2,6,3,1,1,3,0,0,1,26
89,APARNA INDUSTRIES,11,3,9,9,15,3,3,3,5,4,6,16,87
90,A P I MOTORS PVT LTD,99,122,132,149,106,86,70,114,69,58,60,69,1134
91,APM AUTO SALES,45,52,98,100,51,40,102,61,49,39,60,81,778
92,APOLLO CARMIX EQUIPMENTS PVT LTD,4,2,10,11,10,6,11,4,10,4,4,5,81
93,APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
94,APSARA ENTERPRISE,29,39,39,36,28,61,77,67,113,102,60,74,725
95,APTEC EQUIPMENT PRIVATE LIMITED,1,1,1,1,2,0,3,2,0,0,0,2,13
96,A R AGRO TECH,0,0,0,0,0,0,0,0,0,0,0,2,2
97,ARCHIT ENTERPRISES,71,86,81,81,64,103,115,125,97,82,86,86,1077
98,ARD EXIM,6,1,6,4,5,11,3,4,8,1,2,11,62
99,ARIN TRACTORS PVT LTD,0,0,0,2,0,0,0,0,0,0,0,0,2
100,ARMIX CONSTRUCTION MACHINERY PVT LTD,1,0,0,0,1,1,1,0,0,1,0,0,5
101,ARNA ELECTRIC AUTO PVT LTD,25,31,39,46,46,41,51,79,68,61,65,38,590
102,ARROW AUTOMOTIVE,218,313,338,274,421,332,386,343,439,418,269,207,3958
103,ASHA IMPEX,4,2,3,3,14,10,13,2,3,11,8,13,86
104,ASHA METAL INDUSTRIES,0,0,0,0,0,0,1,0,0,0,0,0,1
105,ASHLESHA POWER CONTROLS PVT LTD,0,0,0,0,0,6,0,0,0,0,0,0,6
106,ASHMA-MOTORS PVT LTD,0,0,0,0,0,0,0,35,54,78,61,66,294
107,"ASHOK FABRIC & ENGG,RAIRAKHOL",0,1,0,0,0,0,0,0,0,0,0,1,2
108,ASHOK LEYLAND DEFENCE SYSTEMS LTD,0,0,0,0,0,0,0,1,1,3,0,0,5
109,ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD,1,0,0,0,0,0,0,0,0,0,0,0,1
110,ASHOK LEYLAND LTD,14569,14564,17308,16774,14524,12671,12346,12136,13344,14916,13700,12050,168902
111,ASHOK STEEL INDU,0,0,0,0,0,0,0,0,3,0,0,0,3
112,ASSAM FABRICATION WORKS,4,3,9,3,2,1,4,1,6,0,4,8,45
113,ASTON MARTIN LAGONDA LTD,0,2,1,0,0,0,1,1,0,1,0,0,6
114,ATHER ENERGY LTD,9226,10071,12184,7802,15434,4603,6685,7157,7195,8486,9343,6553,104739
115,ATLAS AUTO INDUSTRIES,0,0,0,0,1,0,0,0,0,0,0,0,1
116,ATLAS COPCO INDIA LTD,0,1,0,0,0,0,0,0,0,0,0,0,1
117,ATOMEX E-MOTORS INDIA PVT LTD,1,0,0,0,0,0,0,0,0,0,0,0,1
118,ATTOLENT AUTO GROUP PVT LTD,55,37,37,59,62,88,67,81,93,71,50,60,760
119,ATUL AUTO LTD,1837,1976,2477,1565,1568,1640,1408,1719,2162,2186,2108,1939,22585
120,ATUL GREENTECH PRIVATE LIMITED,0,0,0,4,0,1,0,0,30,32,30,31,128
121,ATUMOBILE PVT LTD,0,3,24,6,15,13,7,7,5,5,7,13,105
122,ATUT SANGAM,156,85,123,127,177,165,235,193,263,192,313,307,2336
123,AUDI AG,183,156,150,148,162,129,115,86,77,59,48,75,1388
124,AUM ENGINEERING AND WORKS,0,0,0,0,0,0,0,0,0,0,2,3,5
125,AUTOCROLA INDIA LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
126,AUTOECO GREEN ENERGY PVT LTD,24,40,47,26,42,47,85,49,59,64,43,54,580
127,AUTOHAUS PRIVATE LIMITED,16,30,19,4,8,4,10,4,2,4,0,2,103
128,AUTOLITE (INDIA) LIMITED,3,4,2,0,0,1,0,0,0,0,0,1,11
129,AUTOMOBILI LAMBORGHINI S.P.A,3,2,2,4,4,9,5,1,4,21,11,6,72
130,A.V.AUTOMOTIVES PVT LTD,73,67,124,92,94,101,100,136,148,118,133,125,1311
131,AVL ELECTRIC VEHICLES PVT LTD,186,160,226,147,207,152,231,241,246,232,335,269,2632
132,AVON CYCLE LTD INDIA,8,4,0,0,0,0,0,0,0,0,0,0,12
133,AVON CYCLES LTD,69,61,85,70,61,67,69,73,54,59,54,62,784
134,AVTAR ENGINEERING WORKS,2,1,3,1,1,4,0,0,0,0,0,0,12
135,AWACHAT INDUSTRIES LTD,115,94,105,91,75,69,38,37,49,149,71,86,979
136,AYAAN ELECTRONIC PVT LTD,8,19,10,9,10,11,8,9,8,8,6,6,112
137,B24 ROKET EV,0,0,0,0,0,0,0,0,0,0,0,28,28
138,BABA E RICKSHAW & C BATTERIES,0,0,0,0,0,0,0,0,0,0,0,1,1
139,BABA E-VEHICLES,67,93,107,78,143,138,147,180,126,148,68,68,1363
140,BABA HARI DAS FABRICATION,0,1,0,0,0,0,0,1,1,0,2,1,6
141,BABAJI ENGINEERING TRAILOR WORKS,0,0,0,0,0,0,0,0,0,2,1,3,6
142,BABA PRODUCT,10,2,2,1,0,51,10,1,4,15,13,24,133
143,BAGHWAN RIKSHAW UDYOG,0,0,0,0,13,7,3,4,7,1,1,4,40
144,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),0,0,0,0,0,0,0,0,0,0,3,1,4
145,BAJAJ AUTO LTD,165623,168960,194763,172949,215857,196964,180861,185056,187831,221530,314635,214067,2419096
146,BAJAJ IMPLEMENTS PVT. LTD,40,47,80,75,64,93,48,82,123,155,68,72,947
147,BAL AGRO INDUSTRIES,0,0,0,1,0,0,0,0,0,0,0,0,1
148,BALAJEE ENGINEERING,1,0,0,0,0,0,0,0,0,0,0,0,1
149,BALAJI AGRO INDUSTRIES,2,0,0,8,0,4,2,1,8,11,7,7,50
150,BALAJI ENGINEERING,0,0,0,0,0,0,0,0,0,0,0,1,1
151,BALAJI TRADING COMPANY,0,0,0,0,0,0,0,0,0,0,4,3,7
152,BALAN ENGINEERING PVT LTD,2,6,6,70,9,9,25,6,5,5,2,1,146
153,BALBIR INDUSTRIES,0,0,1,0,1,4,0,0,0,0,0,0,6
154,BAL GOPAL WHEELS PVT LTD,1,1,1,6,5,3,10,12,20,16,19,11,105
155,BALI AUTO INDUSTRIES,37,20,26,19,40,21,13,10,14,22,28,24,274
156,BALJEET ENGG. WORKS,0,0,2,1,0,0,0,0,0,0,0,0,3
157,BALJEET KRISHI YANTRA,0,0,0,0,0,2,0,0,0,0,0,0,2
158,BANKU BODY BUILDER,0,3,2,1,1,1,0,1,2,0,2,2,15
159,BANSAL AGRICULTURE IMPLEMENTS,0,0,0,0,0,0,0,0,0,1,1,0,2
160,"BASUDEB ENGINEERING, CUTTACK",3,6,0,4,2,2,1,0,3,0,1,1,23
161,BATTRE ELECTRIC MOBLITY PVT LTD,170,129,81,652,1199,83,135,291,257,230,668,244,4139
162,"BAUTI ENGINEERING,NAYAGARH",0,1,2,0,2,1,0,1,1,1,0,1,10
163,BAXY LTD,0,0,0,0,0,0,0,0,3,43,117,227,390
164,BEML LIMITED,0,0,2,2,0,2,0,1,0,2,0,2,11
165,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,571,337,446,340,269,253,195,143,167,104,101,79,3005
166,BENTINCK INDUSTRIES PVT. LTD.,39,25,23,34,25,33,27,20,45,48,41,22,382
167,BENTLEY MOTORS LIMITED,9,3,4,3,7,5,4,4,4,9,4,5,61
168,BEST WAY AGENCIES PVT LTD,515,460,597,536,598,703,768,839,889,666,677,654,7902
169,BESTWAY AGENCIES PVT LTD,23,20,2,0,0,1,0,0,0,0,0,0,46
170,BESTWAY BANARASH,0,0,0,4,0,0,0,0,0,0,0,8,12
171,BGAUSS AUTO PRIVATE LIMITED,716,667,781,771,1814,191,661,923,935,1171,1609,1215,11454
172,BHADAURIA ENTERPRISES,1,3,5,4,4,2,10,27,16,7,16,11,106
173,BHAGWAN AGRO INDUSTRIES,5,5,8,2,6,20,0,0,2,6,0,1,55
174,BHAGYALAXMI TRAILER,1,0,0,1,0,0,0,0,0,1,0,0,3
175,BHARATH AGRO PRODUCTS,0,0,4,2,0,0,0,0,0,0,0,0,6
176,BHARATH ENGINEERING WORKS,0,0,0,0,1,0,0,0,0,0,0,0,1
177,BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,0,1,1,0,0,0,0,0,0,0,0,0,2
178,BHAVE ELECTRIC VEHICLES PVT LTD,121,167,185,189,212,206,293,271,256,328,197,256,2681
179,BHM INDUSTRIES,81,78,129,128,130,150,175,208,182,178,160,215,1814
180,BHOGAL COMBINE SPARE PARTS,0,0,0,3,7,8,0,0,0,1,9,6,34
181,BHOYAR AGRO IND WARDHA,9,9,3,5,4,15,3,2,7,2,1,8,68
182,BIDISHA ENTERPRISES PVT LTD,1,1,0,2,1,1,1,0,1,2,0,0,10
183,BIG BULL TRADER PVT LTD,21,24,31,73,72,82,54,44,81,49,61,81,673
184,BIJNOR ENTERPRISES,19,13,8,2,0,6,4,6,0,4,7,3,72
185,BLACK PEARL AUTOMOTIVE SOLUTIONS PVT LTD,0,0,0,0,0,0,0,0,1,0,0,0,1
186,BLIX CYCLES AND E-VEHICLES PVT LTD,10,8,13,6,4,3,1,7,5,0,5,3,65
187,BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,0,13,23,11,22,13,4,54,8,40,49,7,244
188,BMW INDIA PVT LTD,1413,1365,1737,1539,1723,1715,1766,1775,1875,1817,1858,1682,20265
189,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2,3,7,3,4,3,75,14,29,9,33,25,207
190,BOUNCE ELECTRIC 1 PVT LTD,520,416,363,324,720,164,198,132,153,104,246,225,3565
191,BRIGHT AUTOZONE PVT LTD,306,237,259,247,269,303,298,308,348,321,340,459,3695
192,BRIGHT METAL WORKS,11,2,10,5,0,0,1,0,0,2,0,0,31
193,BSA MOTORS,5,0,1,4,4,2,4,1,1,2,0,3,27
194,BSMS AGRICULTURE WORKSHOP,0,3,10,2,2,11,0,8,7,4,4,6,57
195,BUCHER MUNICIPAL (IMPORTER: PAMTEC ENVIRO),0,0,0,1,0,0,0,0,0,4,4,0,9
196,BULL MACHINES PVT LTD,82,80,69,85,76,66,61,70,74,90,111,56,920
197,BYD AUTO,0,0,0,4,0,0,0,0,0,0,0,0,4
198,BYD INDIA PRIVATE LIMITED,140,242,483,206,146,185,118,106,187,145,141,179,2278
199,CAPITAL AUTO INDUSTRIES,152,105,151,187,151,171,195,149,227,187,153,111,1939
200,CAPTAIN TRACTORS PVT. LTD.,236,249,133,117,75,226,1232,1055,159,164,130,285,4061
201,CARREE YUNUS VEHICLE PVT LTD,0,0,0,0,0,0,0,0,0,0,3,0,3
202,CART INDIA,0,6,0,2,6,26,18,11,12,5,0,23,109
203,CASE EQUIPMENT PRIVATE LTD,1,0,0,1,0,3,1,0,0,0,0,0,6
204,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,128,141,157,134,205,128,113,127,145,144,187,163,1772
205,CATERPILLAR INDIA PRIVATE LIMITED,174,168,166,180,164,129,123,135,146,165,175,164,1889
206,CEEON INDIA,44,45,68,63,75,91,95,74,82,101,64,72,874
207,CHAANY AGRO INDUSTRIES,0,0,0,0,4,4,0,0,0,0,0,0,8
208,CHAMPION POLY PLAST,1147,1242,1312,987,1219,1175,1420,1357,1317,1259,1142,1302,14879
209,CHANDANA CORPORATION,42,61,63,46,46,36,59,41,29,17,31,30,501
210,CHANNY AGRO INDUSTRIES,2,0,1,0,2,8,0,0,0,0,0,2,15
211,CHARUVIKRAM AUTOMOBILE PVT LTD,0,0,4,2,0,0,0,0,0,0,0,0,6
212,CHAUHAN AUTO INDUSTRIES,68,32,23,19,48,48,59,47,64,69,58,36,571
213,CHEHAK BATTERIES,16,11,17,22,11,20,47,37,32,24,21,32,290
214,CHETAK TECHNOLOGY LIMITED,627,1319,2346,373,98,3,3,8,1,0,74,0,4852
215,CHEVROLET SALES INDIA PVT LTD,0,0,0,1,0,0,0,0,0,0,0,0,1
216,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),0,0,0,3,9,9,30,14,40,6,10,15,136
217,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,0,0,1,0,0,0,0,0,0,0,0,1,2
218,CHRYSLER MOTORS PVT LTD,0,2,0,0,0,0,0,0,0,0,0,0,2
219,CIMMCO LIMITED,0,0,0,0,0,0,0,1,0,0,0,0,1
220,CITADEL ENTERPRISES(OPC) PVT LTD,4,4,2,0,5,5,3,0,0,0,3,2,28
221,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,68,64,103,66,75,106,81,76,91,55,73,72,930
222,CIVIMEC ENGINEERING PVT LTD,0,1,0,0,2,1,0,0,0,1,1,0,6
223,CLAAS AGRICULTURAL MACHINERY PVT LTD,0,0,0,0,0,1,0,0,0,0,0,0,1
224,CLAAS INDIA P LTD,10,11,21,6,4,21,0,1,2,5,1,8,90
225,CLASSIC LEGENDS PVT LTD,3643,3214,3326,2311,2372,2620,2188,2370,2483,2776,3317,2526,33146
226,C M OVERSEAS,0,1,2,0,8,2,1,1,22,12,0,1,50
227,CNH INDUSTRIAL (INDIA) PVT LTD,2868,2666,3360,2278,2870,5577,3192,2387,1908,2492,2350,3367,35315
228,CONMAT HEAVY INDUSTRIES PVT LTD,11,12,17,9,16,6,5,3,9,6,7,10,111
229,CONTINENTAL ENGINES PVT LTD,439,452,422,348,458,424,535,499,399,455,414,330,5175
230,CRANE KRAFT INDIA PRIVATE LIMITED,10,11,12,4,18,26,5,13,10,6,8,11,134
231,CREATIVE ENGINEERINGS,0,0,0,0,1,0,0,0,0,0,0,0,1
232,CYRUS AUTO INDUSTRIES PVT LTD,6,8,12,4,2,7,15,11,16,1,1,13,96
233,DAIMLER AG,0,0,3,1,0,0,0,0,0,0,0,0,4
234,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,1812,1801,2147,1902,1826,1575,1503,1508,1684,1955,1842,1550,21105
235,DAKSH INDUSTRIES,365,312,340,324,424,557,621,622,557,649,556,598,5925
236,DALIP SINGH & SONS,1,1,2,2,0,1,0,0,0,0,0,0,7
237,DAO EVTECH PRIVATE LIMITED,17,18,37,21,11,39,28,25,30,14,28,15,283
238,DASHMESH MECH WORKS PVT LTD,0,0,1,0,0,2,0,0,0,0,0,0,3
239,DASHMESH TRADERS,3,0,31,1,14,11,3,7,9,20,15,9,123
240,DASMESH AGRICULTURAL INDUSTRIES PVT LTD,0,0,2,0,0,2,0,0,0,0,0,0,4
241,DASMESH AGRICULTURE WORKS,6,3,6,2,1,11,0,0,3,0,1,1,34
242,DASMESH MECHANICAL WORKS PVT.LTD,38,45,109,20,17,129,4,1,5,24,15,12,419
243,DAVE EXIM PVT LTD,14,3,12,39,60,32,30,29,27,20,21,24,311
244,DD AUTO PVT LTD,0,2,0,0,0,0,0,0,0,0,0,0,2
